date,Open,High,Low,Close,Volume,VWAP,Transactions,revenues,net_income,gross_profit,operating_income,total_assets,total_liabilities,stockholders_equity,current_assets,current_liabilities,operating_cash_flow,free_cash_flow,diluted_eps,basic_eps,revenue_qoq_growth,revenue_yoy_growth,earnings_qoq_growth,earnings_yoy_growth,profit_margin,gross_margin,current_ratio,debt_to_equity,leverage_ratio,roe,roa,cash_conversion_ratio,pe_ratio,price_to_book,revenue_per_share,news_sentiment,news_sentiment_volatility,news_volume,news_sentiment_ma_5,news_sentiment_ma_20,news_sentiment_momentum,news_volume_ma_5,news_spike,volume_sentiment_interaction,earnings_momentum_20d,earnings_momentum_60d,revenue_momentum_20d,revenue_momentum_60d,equity_growth_20d,equity_growth_60d,roa_trend,leverage_trend,sector_close,sector_return,sector_correlation_20d,sector_correlation_60d,sp500_close,sp500_return,vix,vix_change,high_volatility_regime,treasury_yield,yield_change,dollar_index,dollar_strength,day_of_week,day_of_month,week_of_year,month,quarter,day_sin,day_cos,month_sin,month_cos,is_month_start,is_month_end,is_quarter_end,is_year_end,days_since_quarter_start,is_earnings_season
2024-10-03 04:00:00,225.14,226.805,223.32,225.67,34044158.0,225.0086,516347,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,40.29821428571429,54.127241110511484,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,221.40367126464844,0.004146159456481557,0.5654172172712847,0.6354132185903811,5699.93994140625,-0.001681413492255035,20.489999771118164,0.08412699389840173,1,3.8499999046325684,0.017173003257043407,101.98999786376953,0.003048756467971536,3,3,40,10,4,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,1,0,0,0,2,1
2024-10-04 04:00:00,227.9,228.0,224.13,226.8,37345098.0,225.8887,558162,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,40.50000000000001,54.39827307069617,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,223.86801147460938,0.011130530021858931,0.579208650505599,0.6245661212794262,5751.06982421875,0.008970249395274354,19.209999084472656,-0.06246953152482426,0,3.9809999465942383,0.034025985767958566,102.5199966430664,0.005196576040768397,4,4,40,10,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,1,0,0,0,3,1
2024-10-07 04:00:00,224.5,225.69,221.33,221.69,39505354.0,223.2342,607240,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,39.5875,53.17263296756011,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,222.32781982421875,-0.006879909462032763,0.6142276143217759,0.6183510943914368,5695.93994140625,-0.009586022165882668,22.639999389648438,0.17855286145995874,1,4.026000022888184,0.011303711855721765,102.54000091552734,0.00019512556687439897,0,7,41,10,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,6,1
2024-10-08 04:00:00,224.3,225.98,223.25,225.77,31855693.0,225.0548,495518,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,40.31607142857143,54.15122623973137,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,226.48143005371094,0.018682368372865854,0.6616300897236811,0.6311980198993159,5751.1298828125,0.009689347495581924,21.420000076293945,-0.05388689691892423,1,4.0329999923706055,0.001738690870001669,102.55000305175781,9.754375015758043e-05,1,8,41,10,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0,7,1
2024-10-09 04:00:00,225.23,229.75,224.83,229.54,33591091.0,228.3401,519279,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,40.989285714285714,55.05546561132098,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,229.0153350830078,0.011188135948699829,0.7035423194712284,0.634193694744196,5792.0400390625,0.007113411987488272,20.860000610351562,-0.026143765823892218,1,4.066999912261963,0.008430428950080948,102.93000030517578,0.0037054826144293784,2,9,41,10,4,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,8,1
2024-10-10 04:00:00,227.78,229.5,227.17,229.04,28183544.0,228.5592,446857,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,40.9,54.935539965221565,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,228.95571899414062,-0.00026031483370136943,0.7103069448778162,0.6120825232151865,5780.0498046875,-0.002070122839989974,20.93000030517578,0.0033556899700895038,1,4.0960001945495605,0.007130632631724865,102.98999786376953,0.0005828967105399041,3,10,41,10,4,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,9,1
2024-10-11 04:00:00,229.3,229.41,227.34,227.55,31759188.0,228.0176,485460,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,40.63392857142858,54.5781615398453,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,229.35316467285156,0.0017359063161077604,0.7107801596513733,0.620821199589812,5815.02978515625,0.006051847587953629,20.459999084472656,-0.022455863060207304,1,4.072999954223633,-0.005615292781610104,102.88999938964844,-0.000970953259493923,4,11,41,10,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,10,1
2024-10-14 04:00:00,228.7,231.73,228.6,231.3,39882085.0,230.7772,580529,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,41.30357142857143,55.47760388559094,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,232.3441925048828,0.01304114480520746,0.7393645733632543,0.6283212799135766,5859.85009765625,0.0077076668832223305,19.700000762939453,-0.037145569674535084,0,4.0980000495910645,0.006138005315101225,103.30000305175781,0.003984873792803434,0,14,42,10,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,13,1
2024-10-15 04:00:00,233.61,237.49,232.37,233.85,64751367.0,234.795,827530,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,41.75892857142858,56.08922468069797,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,227.23663330078125,-0.021982728076985314,0.6132742197814771,0.6143707943822255,5815.259765625,-0.007609466332438197,20.639999389648438,0.047715664482478326,1,4.038000106811523,-0.014641274293183182,103.26000213623047,-0.0003872305357754957,1,15,42,10,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0,14,1
2024-10-16 04:00:00,231.6,232.12,229.84,231.78,34082240.0,231.1082,551097,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,41.38928571428572,55.59273250584638,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,227.942138671875,0.003104716703665966,0.6774188594289234,0.6121660038536397,5842.47021484375,0.004679145956573816,19.579999923706055,-0.051356564791082526,0,4.015999794006348,-0.005448319025069925,103.58999633789062,0.0031957601668921587,2,16,42,10,4,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,15,1
2024-10-17 04:00:00,233.43,233.85,230.52,232.15,32993810.0,232.0786,487630,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,41.455357142857146,55.681477483959945,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,228.63771057128906,0.003051528354813593,0.561909881425524,0.5795034324046993,5841.47021484375,-0.00017116047891174713,19.110000610351562,-0.024004050826652468,0,4.0960001945495605,0.01992041948373835,103.83000183105469,0.0023168790582945853,3,17,42,10,4,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,16,1
2024-10-18 04:00:00,236.18,236.18,234.01,235.0,46431472.0,235.2088,562502,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,41.964285714285715,56.36505366672663,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,229.4525604248047,0.0035639346260054605,0.5550290900242074,0.5761495355613806,5864.669921875,0.00397155273894878,18.030000686645508,-0.05651490786039204,0,4.072999954223633,-0.005615292781610104,103.48999786376953,-0.003274621605404482,4,18,42,10,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,17,1
2024-10-21 04:00:00,234.45,236.85,234.45,236.48,36254470.0,235.9588,538692,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,42.22857142857143,56.72003357918091,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,230.5257568359375,0.00467720390282822,0.556980872733911,0.5778324730088522,5853.97998046875,-0.0018227694906369774,18.3700008392334,0.018857467534081795,0,4.182000160217285,0.026761651661847186,104.01000213623047,0.005024681449365298,0,21,43,10,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,20,1
2024-10-22 04:00:00,233.885,236.22,232.6,235.86,38846578.0,234.9316,489180,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,42.11785714285715,56.57132577801763,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,230.28726196289062,-0.0010345693093922748,0.5590740730601645,0.5784561242193968,5851.2001953125,-0.0004748538883844189,18.200000762939453,-0.009254222565459602,0,4.203999996185303,0.005260601416828825,104.08000183105469,0.0006730092624411821,1,22,43,10,4,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0,21,1
2024-10-23 04:00:00,234.08,235.144,227.76,230.76,52286979.0,231.1276,722059,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,41.207142857142856,55.34808418780356,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,226.98818969726562,-0.01432589991085409,0.6161905676316715,0.5994675424370508,5797.419921875,-0.009191323428069387,19.239999771118164,0.05714280025176999,0,4.242000102996826,0.009039035881542423,104.43000030517578,0.0033627831280136355,2,23,43,10,4,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,22,1
2024-10-24 04:00:00,229.98,230.82,228.41,230.57,31109503.0,230.1026,490815,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,41.17321428571429,55.30251244228578,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,227.65399169921875,0.002933201074651004,0.6181735418731923,0.5925234560040915,5809.85986328125,0.002145772011323821,19.079999923706055,-0.008316000484173136,0,4.199999809265137,-0.009901059102289445,104.05999755859375,-0.003543069477169092,3,24,43,10,4,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,23,1
2024-10-25 04:00:00,229.74,233.22,229.57,231.41,38802304.0,231.6641,551681,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,41.323214285714286,55.503987527732804,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.09257065493315286,0.0,-0.05483014335614245,0.0,-0.10089764670997659,-0.5373068140541113,0.42341212259488925,228.8364715576172,0.005194197780466592,0.6345578225285156,0.5779454873048907,5808.1201171875,-0.00029944716993013376,20.329999923706055,0.06551362709634656,1,4.23199987411499,0.007619063405494009,104.26000213623047,0.0019220121307814697,4,25,43,10,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,0,0,24,1
2024-10-28 04:00:00,233.32,234.73,232.55,233.4,36087134.0,233.5569,557146,85777000000.0,21448000000.0,39678000000.0,25352000000.0,331612000000.0,264904000000.0,66708000000.0,125435000000.0,131624000000.0,28858000000.0,-7286000000.0,1.4,1.4,-0.05483014335614245,0.04865704121178038,-0.09257065493315286,0.07881897288868767,25.004371801298714,46.2571551814589,0.9529796997508053,3.97109791929004,0.7988371952764074,32.15206571925406,6.467799717742421,1.3454867586721373,41.67857142857143,55.9812915992085,5.3610625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5373068140541113,0.42341212259488925,228.76690673828125,-0.00030399358486188355,0.656040235793513,0.6071414005042454,5823.52001953125,0.0026514435020339455,19.799999237060547,-0.026069881388808724,0,4.2779998779296875,0.01086956644211079,104.31999969482422,0.0005754609376984465,0,28,44,10,4,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,27,1
